Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
32;68;;;1;;2;;73;4;;74;8;73;55;59;;;;;;;2;2;49;6;52;14;63;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Madre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Universitaria incompleta;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Comercio al por mayor y menor. Bancos y seguros;Comercio al por mayor y menor. Bancos y seguros;0;5;2;0;0;1;1;1;0;682;618;600;547;571;SI
33;62;51;86;;1;1;;67;2;;59;7;64;66;56;58;;1;1;;64;3;;66;8;63;15;64;F;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;HIJUELAS;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Préstamo;135001;270000;Fonasa;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Trabaja sólo ocasionalmente;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Obrero agrícola o minero calificado& mecánico& electricista&  tractorista& etc.;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Agricultura& ganadería& pesca y caza.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;7;1;0;2;0;1;0;0;579;446;517;0;557;SI
34;;;80;1;;2;;74;2;;76;6;76;;79;80;1;;;;;3;;72;6;75;12;75;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Otras fuentes;278001;834000;Fonasa;Ambos viven;Media incompleta;Universitaria completa;Trabaja sólo ocasionalmente;Activo& tiene trabajo remunerado;Independiente;Fiscal o semifiscal;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Profesional con cinco o más anos de estudios  universitarios;Comercio al por mayor y menor. Bancos y seguros;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;6;2;0;1;0;1;1;0;620;537;604;0;570;SI
35;62;55;73;1;;1;;64;2;;58;7;62;;;;;;;;;2;;63;2;63;9;62;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LA CISTERNA;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Municipal;Municipal ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Otro familiar del postulante;Otros familiares;Otros familiares;834001;1400000;Isapre;Sólo la madre;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Cesante;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;6;3;0;0;0;0;1;1;558;454;614;0;558;NO
36;28;41;91;1;;1;;77;2;;62;7;60;0;50;78;1;;1;;58;2;1;49;8;48;15;53;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico nocturno.;Quillota;soltero(a);No;0;Sin Datos;Madre del postulante;Beca;Beca;0;278000;Fonasa;Ambos viven;Universitaria incompleta;Media completa;Cesante;Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;4;1;0;1;0;1;1;0;501;499;523;0;553;NO
37;55;;55;1;;2;;61;;2;37;7;51;55;42;55;1;;;;;;2;47;6;49;13;50;M;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Isapre;Ambos viven;Media completa;Centro de formación técnica completa;Jubilado o pensionado (no reincorporado);Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Sin datos;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;3;1;0;0;0;2;0;0;558;547;528;0;446;SI
38;63;71;72;;;;;;4;;71;7;70;77;;93;;;1;1;52;4;;72;8;70;15;70;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Vina del Mar;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;0;144000;Fonasa;Ambos viven;Media incompleta;Básica completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;3;1;0;0;0;0;0;0;662;548;581;496;0;SI
39;63;16;76;;1;1;;66;;2;40;7;50;41;;57;;1;1;;66;;1;48;5;53;12;51;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;278001;834000;Fonasa;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;0;0;0;3;0;455;516;568;552;468;NO
40;82;;96;;;1;1;60;3;;66;7;71;70;59;94;;;;;;;3;41;6;58;13;65;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;Sin Datos;Madre del postulante;Sin Datos;Sin Datos;0;135000;Fonasa;Ambos viven;Media completa;Media completa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;0;0;0;0;0;0;0;0;641;536;592;0;584;NO
42;67;63;67;;1;1;;82;2;1;48;8;61;;;;;;;;;;;;;;8;61;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Otras fuentes;0;278000;Otro;Ambos viven;Básica incompleta;Básica incompleta;Cesante;Cesante;Otro;Otro;Sin Datos;Dueno de casa;Sin datos;Sin datos;0;3;1;0;0;0;2;0;0;538;536;602;0;608;NO
43;63;60;56;;;;;;4;;71;7;66;57;;55;;;2;;68;4;;59;8;60;15;63;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;4;1;0;0;0;0;2;0;580;546;559;0;490;SI
44;72;;;;;2;;62;3;;58;6;62;;;;;;;;;;;;;;6;62;M;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Préstamo;0;278000;Fonasa;Sólo la madre;Media completa;Centro de formación técnica completa;Otra situación;Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Sin datos;Comercio al por mayor y menor. Bancos y seguros;0;5;1;0;0;0;0;0;0;558;594;569;558;553;NO
45;59;;;;;1;1;61;3;;65;6;63;55;42;55;1;;;;;3;1;55;8;53;14;58;M;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Préstamo;Beca;0;278000;Fonasa;Sólo la madre;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Otro;Privado o particular;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;4;2;0;0;0;0;1;0;393;493;601;547;0;SI
46;;75;;;;2;;75;2;;81;5;77;51;;55;1;;1;;81;3;;77;7;70;12;73;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quilpue;soltero(a);No;0;Con sus padres;Otra persona;Beca;Beca;144001;288000;Fonasa;Ambos viven;Media completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;5;2;0;0;1;0;0;2;496;558;594;642;578;SI
47;55;;88;1;;2;;65;1;1;49;7;62;59;;72;1;;1;;59;;;;4;63;11;62;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);Ocasionalmente;4;Con sus padres;Cónyuge del postulante;Padres del Postulante;Beca;405001;540000;Otro;Ambos viven;Media completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Cooperativo;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;2;5;2;0;1;0;1;2;0;517;569;585;519;513;SI
49;66;44;74;1;;;;;3;;64;7;63;78;;72;;;1;;67;4;;78;7;76;14;70;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Beca;405001;540000;Fonasa;Ambos viven;Instituto profesional incompleta;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;1;1;0;0;1;0;0;538;546;585;514;552;SI
50;;41;;;;1;1;62;1;;60;4;56;55;69;95;1;;1;;55;2;1;52;8;61;12;59;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otros familiares;0;278000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;4;2;0;0;0;1;1;0;601;505;499;626;0;SI
51;58;;55;1;;1;1;57;1;1;42;7;52;55;45;58;1;;;;;1;2;40;7;46;14;49;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Sin Datos;0;278000;Otro;Ambos viven;Centro de formación técnica completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;6;1;0;1;0;0;2;1;496;470;576;0;501;NO
52;55;;80;;;2;;59;3;;71;7;66;55;43;82;;;;;;2;1;60;6;60;13;63;F;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Profesional con cinco o más anos de estudios  universitarios;Comercio al por mayor y menor. Bancos y seguros;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;5;2;0;1;0;1;1;0;579;624;549;602;539;NO
53;70;;97;1;;2;;71;1;1;54;7;70;55;55;72;1;;;;;2;;65;6;62;13;66;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Madre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Básica completa;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Otro;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;3;0;0;1;0;1;0;0;579;483;564;0;516;SI
55;;55;;;;2;;70;1;;75;4;67;60;;55;1;;;;;2;1;52;6;54;10;60;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;GRANEROS;CACHAPOAL;REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Rancagua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Sin Datos;0;135000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Cesante;Dueno de casa;Sin Datos;Sin Datos;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;4;0;0;1;0;1;0;0;662;497;559;0;495;SI
56;63;56;86;1;;2;;68;1;;76;7;70;69;;68;1;;1;;57;4;;83;8;75;15;73;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SALAMANCA;CHOAPA;REGION DE COQUIMBO;Municipal;Municipal ;Humanista científico diurno.;Illapel;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Fonasa;Ambos viven;Media incompleta;Universitaria completa;Trabaja sólo ocasionalmente;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Profesional con cinco o más anos de estudios  universitarios;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;1;0;0;0;1;1;0;682;458;516;417;396;SI
58;55;66;92;1;;2;;71;1;;69;7;71;72;;92;1;;1;;72;4;;80;8;79;15;75;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Media completa;Media incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Dueno de casa;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;7;0;0;2;0;1;0;0;682;471;540;436;428;SI
