Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien
163;56;;;1;;2;;71;3;1;61;8;63;55;48;;;;;;;3;1;60;6;57;14;60;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LA CRUZ;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;otro;No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;1584001;1;Isapre;Ambos viven;Instituto profesional incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;0;1;0;1;1;0;558;567;558;0;573
175;;95;;;;2;;65;1;;87;4;78;87;;95;1;;;;;3;;72;6;80;10;79;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Isapre;Ambos viven;Otros estudios;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Profesional con cinco o más anos de estudios  universitarios;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;0;0;0;0;0;2;0;599;576;666;0;613
176;56;23;55;1;;1;;56;2;;63;7;53;55;56;56;1;;1;;57;2;1;50;8;53;15;53;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LLAILLAY;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;San Felipe;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Fonasa;Sólo la madre;Universitaria completa;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Sin Datos;Sin Datos;Sin datos;Sin datos;0;4;2;0;0;1;1;1;0;538;482;499;503;0
184;55;55;58;1;;2;;73;1;;64;7;63;0;;55;1;;;1;40;4;;74;8;56;15;59;M;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Otro;Ambos viven;Media incompleta;Media completa;Jubilado o pensionado (no reincorporado);Trabaja sólo ocasionalmente;Otro;Independiente;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa.;Dueno de casa.;0;4;1;0;0;0;0;0;1;455;619;554;0;526
194;;57;;;;2;;62;;1;24;4;51;;;;;;;;;;;;;;4;51;F;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;0;135000;Fonasa;Ambos viven;Media incompleta;Básica incompleta;Trabaja sólo ocasionalmente;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;3;1;0;0;0;0;0;0;641;556;546;0;397
204;;69;;;;2;;85;1;;74;4;78;59;;91;1;;;;;3;;81;6;79;10;78;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PEnAFLOR;TALAGANTE;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Puente Alto;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;1080001;1;Isapre;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Profesional con cinco o más anos de estudios  universitarios;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;0;4;3;0;0;0;1;0;0;682;648;636;0;688
210;30;;;1;;2;;63;4;;65;8;59;49;43;;;;;;;3;1;57;6;53;14;56;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con familiares;Abuelo(a);Beca;Préstamo;270001;405000;Fonasa;Sólo la madre;Desconocida o sin información;Media completa;Sin Datos;Dueno de casa;Sin Datos;Privado o particular;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;4;2;0;0;0;1;0;0;621;492;479;553;0
213;;69;;;;2;;63;2;;74;5;68;58;;55;1;;1;;80;3;;77;7;71;12;70;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Otros familiares;Otros familiares;0;135000;Fonasa;Ambos viven;Media incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;1;0;0;0;1;496;481;567;613;0
227;77;55;90;;;;;;4;;71;7;72;75;;82;;;2;;67;4;;68;8;70;15;71;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Centro de formación técnica incompleta;Centro de formación técnica incompleta;Trabaja sólo ocasionalmente;Trabaja sólo ocasionalmente;Independiente;Independiente;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;5;1;0;0;1;1;0;0;661;564;591;0;553
241;55;38;64;;1;1;;70;;2;49;7;54;;;;;;;;;;;;;;7;54;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;2500001;810000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Independiente;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Comercio al por mayor y menor. Bancos y seguros;Comercio al por mayor y menor. Bancos y seguros;0;5;2;0;1;1;1;0;0;373;530;562;455;388
245;56;;87;1;;2;;66;2;;81;7;73;56;;61;1;;1;;66;2;;61;6;61;13;67;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Puente Alto;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Isapre;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Independiente;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;2;0;0;0;1;1;0;599;551;568;592;516
246;62;;87;1;;1;1;68;2;;87;7;76;63;;90;1;;1;;61;2;;78;6;74;13;75;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero calificado& mecánico& electricista&  tractorista& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;1;0;1;0;1;2;0;661;624;614;0;553
253;88;;91;1;;2;;70;2;;75;7;78;83;;64;1;;1;;61;2;;77;6;72;13;75;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN ANTONIO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Universitaria incompleta;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;0;0;0;0;1;0;517;583;640;572;560
256;82;72;64;1;;1;;58;3;;68;8;69;67;;76;1;;;;;4;1;64;8;66;16;67;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LA FLORIDA;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Isapre;Ambos viven;Universitaria completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;1;0;1;1;0;0;620;600;627;618;606
264;67;61;55;1;;1;;62;2;;92;7;71;70;;63;1;;1;;84;3;;84;7;78;14;75;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);Sí& permanentemente;3;Con familiares;Padre del postulante;Préstamo;Otras fuentes;0;278000;Fonasa;Sólo el padre;Básica incompleta;Sin Datos;Trabaja sólo ocasionalmente;Sin Datos;Independiente;Sin Datos;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Sin Datos;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Sin datos;48;2;1;0;0;0;0;0;1;499;490;562;0;563
271;85;;;1;;2;;78;4;;72;8;75;90;62;;;;;;;3;1;60;6;66;14;71;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CON CON;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Básica incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Sin Datos;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;1;0;1;0;0;620;577;581;0;518
313;48;;82;1;;1;;72;3;;67;7;67;38;38;93;1;;1;;63;2;1;50;8;55;15;60;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Ocasionalmente;1;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Fonasa;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Independiente;Privado o particular;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;12;3;2;0;0;0;1;0;0;620;476;527;495;539
323;25;56;55;;;;;;4;;67;7;57;;;55;;;2;;63;2;1;57;6;59;13;58;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CASABLANCA;VALPARAISO;REGION DE VALPARAISO;Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;0;278000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Sin Datos;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;1;0;0;0;1;743;577;562;0;540
328;55;42;45;1;;;;;;3;43;7;45;;;;;;;;;;;;;;7;45;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Centro de formación técnica completa;Instituto profesional incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;6;1;0;1;0;1;1;0;539;531;523;586;482
334;78;59;64;;;;;;4;;78;7;73;64;;63;;;2;;72;4;;70;8;69;15;71;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);Ocasionalmente;4;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Ambos viven;Media completa;Universitaria incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;3;4;1;0;1;0;1;0;0;621;616;581;618;518
347;;47;;;;2;;73;2;;82;5;71;68;71;63;1;;1;;69;3;;84;8;75;13;73;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CALERA;QUILLOTA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);Ocasionalmente;4;Con sus padres;Madre del postulante;Beca;Préstamo;270001;405000;Fonasa;Ambos viven;Universitaria incompleta;Universitaria completa;Otra situación;Activo& tiene trabajo remunerado;Otro;Fiscal o semifiscal;Sin Datos;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Sin datos;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;45;3;2;0;0;0;0;0;0;517;521;567;519;0
356;;63;94;1;;;;;3;;74;6;76;;60;59;1;;;;;3;;66;6;63;12;70;M;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Quilpue;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;576001;720000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;661;552;607;0;584
360;;76;;;;2;;82;1;;86;4;81;79;;93;1;;;;;3;;83;6;84;10;83;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quillota;soltero(a);Ocasionalmente;1;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;6;4;1;0;1;0;1;0;0;662;561;614;501;439
382;70;59;70;;1;1;;71;2;1;61;8;65;64;;41;;1;;;;;1;40;4;48;12;60;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;ISLA DE PASCUA;ISLA DE PASCUA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Otros familiares;278001;834000;Isapre;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;1;0;0;2;0;558;399;655;451;610
